date,close
2018-01-01,772.64099121
2018-01-02,884.44396973
2018-01-03,962.71997070
2018-01-04,980.92199707
2018-01-05,997.71997070
2018-01-06,1041.68005371
2018-01-07,1153.17004395
2018-01-08,1148.53002930
2018-01-09,1299.73999023
2018-01-10,1255.81994629
2018-01-11,1154.93005371
2018-01-12,1273.19995117
2018-01-13,1396.42004395
2018-01-14,1366.77001953
2018-01-15,1291.92004395
2018-01-16,1053.68994141
2018-01-17,1014.25000000
2018-01-18,1036.28002930
2018-01-19,1039.09997559
2018-01-20,1155.15002441
2018-01-21,1049.57995605
2018-01-22,1003.26000977
2018-01-23,986.22900391
2018-01-24,1058.78002930
2018-01-25,1056.03002930
2018-01-26,1055.17004395
2018-01-27,1107.06994629
2018-01-28,1246.01000977
2018-01-29,1182.35998535
2018-01-30,1071.13000488
2018-01-31,1118.31005859
2018-02-01,1036.79003906
2018-02-02,915.78497314
2018-02-03,964.01898193
2018-02-04,834.68200684
2018-02-05,697.95098877
2018-02-06,793.12200928
2018-02-07,757.06799316
2018-02-08,817.80700684
2018-02-09,883.86499023
2018-02-10,860.41497803
2018-02-11,814.65997314
2018-02-12,868.70697021
2018-02-13,845.25799561
2018-02-14,923.56097412
2018-02-15,936.97601318
2018-02-16,944.21002197
2018-02-17,974.11499023
2018-02-18,923.92102051
2018-02-19,943.86499023
2018-02-20,895.37097168
2018-02-21,849.97100830
2018-02-22,812.84497070
2018-02-23,864.18902588
2018-02-24,840.51501465
2018-02-25,844.80999756
2018-02-26,869.31500244
2018-02-27,878.26501465
2018-02-28,855.19897461
2018-03-01,872.20001221
2018-03-02,856.85302734
2018-03-03,857.22497559
2018-03-04,866.67797852
2018-03-05,853.68402100
2018-03-06,816.95098877
2018-03-07,752.83099365
2018-03-08,704.59600830
2018-03-09,728.91601562
2018-03-10,686.89001465
2018-03-11,723.33898926
2018-03-12,699.83099365
2018-03-13,690.82702637
2018-03-14,614.29101562
2018-03-15,611.30401611
2018-03-16,601.66601562
2018-03-17,552.77899170
2018-03-18,538.64398193
2018-03-19,556.72601318
2018-03-20,557.17498779
2018-03-21,561.73199463
2018-03-22,539.70202637
2018-03-23,539.61901855
2018-03-24,526.43902588
2018-03-25,524.28698730
2018-03-26,489.95098877
2018-03-27,450.11599731
2018-03-28,446.27899170
2018-03-29,385.96798706
2018-03-30,394.64498901
2018-03-31,396.45700073
2018-04-01,379.60699463
2018-04-02,386.42498779
2018-04-03,416.89300537
2018-04-04,380.54299927
2018-04-05,383.23199463
2018-04-06,370.28500366
2018-04-07,385.31399536
2018-04-08,400.50799561
2018-04-09,398.52600098
2018-04-10,414.24301147
2018-04-11,430.54000854
2018-04-12,492.94100952
2018-04-13,492.73498535
2018-04-14,501.47799683
2018-04-15,531.70202637
2018-04-16,511.14700317
2018-04-17,502.89401245
2018-04-18,524.78900146
2018-04-19,567.88897705
2018-04-20,615.71801758
2018-04-21,605.39501953
2018-04-22,621.85998535
2018-04-23,642.54797363
2018-04-24,708.15802002
2018-04-25,615.41601562
2018-04-26,662.80902100
2018-04-27,647.03198242
2018-04-28,683.67797852
2018-04-29,688.88098145
2018-04-30,669.92401123
2018-05-01,673.61297607
2018-05-02,687.14898682
2018-05-03,779.54302979
2018-05-04,785.62402344
2018-05-05,816.11999512
2018-05-06,792.31097412
2018-05-07,753.72497559
2018-05-08,752.85699463
2018-05-09,752.27502441
2018-05-10,727.27697754
2018-05-11,679.58599854
2018-05-12,686.04797363
2018-05-13,733.49597168
2018-05-14,730.54901123
2018-05-15,708.87097168
2018-05-16,707.04998779
2018-05-17,672.65698242
2018-05-18,694.36700439
2018-05-19,696.53002930
2018-05-20,715.36901855
2018-05-21,699.22198486
2018-05-22,647.74102783
2018-05-23,583.58502197
2018-05-24,601.75500488
2018-05-25,586.73400879
2018-05-26,587.28002930
2018-05-27,572.66802979
2018-05-28,516.03601074
2018-05-29,565.38800049
2018-05-30,559.59002686
2018-05-31,577.64501953
2018-06-01,580.04302979
2018-06-02,591.80798340
2018-06-03,618.32897949
2018-06-04,592.98498535
2018-06-05,609.30297852
2018-06-06,607.12402344
2018-06-07,605.18701172
2018-06-08,601.07702637
2018-06-09,597.56201172
2018-06-10,526.47900391
2018-06-11,533.28399658
2018-06-12,496.84298706
2018-06-13,477.49398804
2018-06-14,519.74200439
2018-06-15,491.00399780
2018-06-16,499.64199829
2018-06-17,500.44799805
2018-06-18,518.89099121
2018-06-19,537.95697021
2018-06-20,536.26800537
2018-06-21,527.36700439
2018-06-22,465.81698608
2018-06-23,474.51998901
2018-06-24,457.67199707
2018-06-25,460.30999756
2018-06-26,432.77200317
2018-06-27,442.36499023
2018-06-28,422.36499023
2018-06-29,436.00900269
2018-06-30,455.17999268
2018-07-01,453.91799927
2018-07-02,475.34698486
2018-07-03,464.19500732
2018-07-04,467.31799316
2018-07-05,474.41198730
2018-07-06,474.01199341
2018-07-07,491.66000366
2018-07-08,489.11898804
2018-07-09,476.68200684
2018-07-10,434.42401123
2018-07-11,446.51800537
2018-07-12,430.07400513
2018-07-13,434.02700806
2018-07-14,436.08599854
2018-07-15,449.85000610
2018-07-16,480.65798950
2018-07-17,501.00201416
2018-07-18,480.51300049
2018-07-19,469.61898804
2018-07-20,450.69799805
2018-07-21,462.43600464
2018-07-22,459.65701294
2018-07-23,450.85299683
2018-07-24,479.37298584
2018-07-25,472.49301147
2018-07-26,464.03698730
2018-07-27,469.66598511
2018-07-28,466.89801025
2018-07-29,466.66500854
2018-07-30,457.08099365
2018-07-31,433.86700439
2018-08-01,420.74700928
2018-08-02,412.62100220
2018-08-03,418.26199341
2018-08-04,407.25201416
2018-08-05,410.51599121
2018-08-06,406.65798950
2018-08-07,380.21499634
2018-08-08,356.61300659
2018-08-09,365.58801270
2018-08-10,334.17599487
2018-08-11,322.11199951
2018-08-12,319.57000732
2018-08-13,286.49499512
2018-08-14,278.93200684
2018-08-15,282.36401367
2018-08-16,288.04598999
2018-08-17,315.72900391
2018-08-18,295.81201172
2018-08-19,300.83401489
2018-08-20,274.31500244
2018-08-21,281.94400024
2018-08-22,271.34100342
2018-08-23,277.10400391
2018-08-24,282.96701050
2018-08-25,279.64599609
2018-08-26,275.19699097
2018-08-27,285.60299683
2018-08-28,296.49899292
2018-08-29,289.31201172
2018-08-30,284.10501099
2018-08-31,283.00399780
2018-09-01,295.34100342
2018-09-02,294.37100220
2018-09-03,289.25900269
2018-09-04,285.72299194
2018-09-05,232.33099365
2018-09-06,230.21499634
2018-09-07,217.20300293
2018-09-08,197.95100403
2018-09-09,196.92399597
2018-09-10,197.07899475
2018-09-11,185.06599426
2018-09-12,183.33099365
2018-09-13,211.35400391
2018-09-14,211.74899292
2018-09-15,223.07400513
2018-09-16,220.58900452
2018-09-17,197.87500000
2018-09-18,209.97500610
2018-09-19,209.96899414
2018-09-20,224.59100342
2018-09-21,246.58399963
2018-09-22,240.47999573
2018-09-23,244.33000183
2018-09-24,228.72999573
2018-09-25,218.50500488
2018-09-26,215.84700012
2018-09-27,228.49400330
2018-09-28,222.40199280
2018-09-29,231.63499451
2018-09-30,232.84800720
2018-10-01,230.76800537
2018-10-02,227.18099976
2018-10-03,220.48899841
2018-10-04,222.21800232
2018-10-05,227.60099792
2018-10-06,225.11999512
2018-10-07,226.11900330
2018-10-08,229.25500488
2018-10-09,227.98199463
2018-10-10,225.76899719
2018-10-11,189.49899292
2018-10-12,196.72700500
2018-10-13,199.84100342
2018-10-14,195.71499634
2018-10-15,209.70399475
2018-10-16,210.11999512
2018-10-17,207.08299255
2018-10-18,203.35200500
2018-10-19,203.72700500
